Loot Monitor | Starting Chest Checking
17 35 | C: 0x0e2c1c Ref: 0x488DD8
18 35 | C: 0x0c2f1c Ref: 0x488DD8
19 35 | C: 0x063219 Ref: 0x488DD8
16 22 | C: 0xa87a6a Ref: 16770251
17 22 | C: 0xdb9074 Ref: 16770251
18 22 | C: 0xc5876f Ref: 16770251
19 22 | C: 0x5d5c5b Ref: 16770251
15 36 | C: 0x173527 Ref: 0x488DD8
16 36 | C: 0x082a17 Ref: 0x488DD8
17 36 | C: 0x06240f Ref: 0x488DD8
18 36 | C: 0x03270f Ref: 0x488DD8
22 22 | C: 0xda9074 Ref: 16770251
23 22 | C: 0x796760 Ref: 16770251
24 22 | C: 0x5b5b5b Ref: 16770251
25 22 | C: 0x5b5b5b Ref: 16770251
26 22 | C: 0x5b5b5b Ref: 16770251
20 37 | C: 0x033a16 Ref: 0x488DD8
1 38 | C: 0x0e3226 Ref: 0x488DD8
2 38 | C: 0x14372b Ref: 0x488DD8
27 22 | C: 0x5b5b5b Ref: 16770251
28 22 | C: 0x79715e Ref: 16770251
29 22 | C: 0x857d64 Ref: 16770251
30 22 | C: 0x817960 Ref: 16770251
31 22 | C: 0x7e795f Ref: 16770251
3 38 | C: 0x113528 Ref: 0x488DD8
4 38 | C: 0x0a3020 Ref: 0x488DD8
5 38 | C: 0x061d11 Ref: 0x488DD8
6 38 | C: 0x06140c Ref: 0x488DD8
9 23 | C: 0x877e65 Ref: 16770251
10 23 | C: 0x867d64 Ref: 16770251
11 23 | C: 0x7e7762 Ref: 16770251
12 23 | C: 0x5b5b5b Ref: 16770251
7 38 | C: 0x06110a Ref: 0x488DD8
8 38 | C: 0x06140e Ref: 0x488DD8
9 38 | C: 0x0f271f Ref: 0x488DD8
10 38 | C: 0x17342a Ref: 0x488DD8
11 38 | C: 0x0e2a1d Ref: 0x488DD8
29 23 | C: 0x8c7f67 Ref: 16770251
30 23 | C: 0x7f785f Ref: 16770251
31 23 | C: 0x7f785d Ref: 16770251
32 23 | C: 0x615d4c Ref: 16770251
12 38 | C: 0x082f1c Ref: 0x488DD8
13 38 | C: 0x063a1c Ref: 0x488DD8
14 38 | C: 0x06351c Ref: 0x488DD8
15 38 | C: 0x0c311f Ref: 0x488DD8
14 24 | C: 0x645e5d Ref: 16770251
15 24 | C: 0xce8a71 Ref: 16770251
16 24 | C: 0xdb9074 Ref: 16770251
17 24 | C: 0x9f7768 Ref: 16770251
16 38 | C: 0x0c2f1d Ref: 0x488DD8
17 38 | C: 0x082b1a Ref: 0x488DD8
18 38 | C: 0x033114 Ref: 0x488DD8
19 38 | C: 0x033013 Ref: 0x488DD8
18 24 | C: 0x5b5b5b Ref: 16770251
19 24 | C: 0x5b5b5b Ref: 16770251
20 24 | C: 0x5b5b5b Ref: 16770251
21 24 | C: 0x635e5c Ref: 16770251
22 24 | C: 0xd08c72 Ref: 16770251
8 39 | C: 0x0e261c Ref: 0x488DD8
9 39 | C: 0x143027 Ref: 0x488DD8
10 39 | C: 0x1a362c Ref: 0x488DD8
11 39 | C: 0x112d21 Ref: 0x488DD8
24 24 | C: 0xa87a6a Ref: 16770251
25 24 | C: 0x5b5b5b Ref: 16770251
26 24 | C: 0x5c5b5b Ref: 16770251
27 24 | C: 0x7a735f Ref: 16770251
12 39 | C: 0x0a2a1a Ref: 0x488DD8
13 39 | C: 0x06351c Ref: 0x488DD8
14 39 | C: 0x08381f Ref: 0x488DD8
15 39 | C: 0x0a321d Ref: 0x488DD8
16 39 | C: 0x113223 Ref: 0x488DD8
9 25 | C: 0x837d64 Ref: 16770251
10 25 | C: 0x867f66 Ref: 16770251
11 25 | C: 0x877f69 Ref: 16770251
17 39 | C: 0x0e2d20 Ref: 0x488DD8
18 39 | C: 0x082c1c Ref: 0x488DD8
19 39 | C: 0x062b16 Ref: 0x488DD8
20 39 | C: 0x033717 Ref: 0x488DD8
1 40 | C: 0x0c3727 Ref: 0x488DD8
24 25 | C: 0x5b5b5b Ref: 16770251
25 25 | C: 0x5b5b5b Ref: 16770251
26 25 | C: 0x736e5e Ref: 16770251
27 25 | C: 0x7e7c65 Ref: 16770251
2 40 | C: 0x133a2c Ref: 0x488DD8
3 40 | C: 0x1c3b30 Ref: 0x488DD8
4 40 | C: 0x1d3c31 Ref: 0x488DD8
5 40 | C: 0x1c3b30 Ref: 0x488DD8
6 40 | C: 0x1a372c Ref: 0x488DD8
9 26 | C: 0x726c59 Ref: 16770251
10 26 | C: 0x867f66 Ref: 16770251
11 26 | C: 0x897f6a Ref: 16770251
12 26 | C: 0x847e66 Ref: 16770251
7 41 | C: 0x0e2f23 Ref: 0x488DD8
8 41 | C: 0x113527 Ref: 0x488DD8
9 41 | C: 0x113027 Ref: 0x488DD8
10 41 | C: 0x0a1c16 Ref: 0x488DD8
16 26 | C: 0x5b5b5b Ref: 16770251
17 26 | C: 0x5b5b5b Ref: 16770251
18 26 | C: 0x5b5b5b Ref: 16770251
19 26 | C: 0x5b5b5b Ref: 16770251
11 41 | C: 0x06190f Ref: 0x488DD8
12 41 | C: 0x061a0f Ref: 0x488DD8
13 41 | C: 0x061f11 Ref: 0x488DD8
14 41 | C: 0x062113 Ref: 0x488DD8
20 26 | C: 0x5b5b5b Ref: 16770251
21 26 | C: 0x5b5b5b Ref: 16770251
22 26 | C: 0x5b5b5b Ref: 16770251
23 26 | C: 0x5b5b5b Ref: 16770251
24 26 | C: 0x5c5c5b Ref: 16770251
16 42 | C: 0x063419 Ref: 0x488DD8
17 42 | C: 0x063119 Ref: 0x488DD8
18 42 | C: 0x06170e Ref: 0x488DD8
19 42 | C: 0x06190e Ref: 0x488DD8
1 27 | C: 0x847d67 Ref: 16770251
2 27 | C: 0x7c7a63 Ref: 16770251
3 27 | C: 0x6e6c59 Ref: 16770251
4 27 | C: 0x7c725d Ref: 16770251
8 43 | C: 0x06301a Ref: 0x488DD8
9 43 | C: 0x062114 Ref: 0x488DD8
10 43 | C: 0x06170e Ref: 0x488DD8
11 43 | C: 0x06170e Ref: 0x488DD8
11 27 | C: 0x7e7762 Ref: 16770251
12 27 | C: 0x7f7a63 Ref: 16770251
13 27 | C: 0x827963 Ref: 16770251
14 27 | C: 0x89826a Ref: 16770251
12 43 | C: 0x061a0e Ref: 0x488DD8
13 43 | C: 0x061d0f Ref: 0x488DD8
14 43 | C: 0x082d19 Ref: 0x488DD8
15 43 | C: 0x062413 Ref: 0x488DD8
15 27 | C: 0x7f7765 Ref: 16770251
16 27 | C: 0x66645e Ref: 16770251
17 27 | C: 0x5b5b5b Ref: 16770251
18 27 | C: 0x5b5b5b Ref: 16770251
19 27 | C: 0x5b5b5b Ref: 16770251
7 44 | C: 0x08361d Ref: 0x488DD8
8 44 | C: 0x06321a Ref: 0x488DD8
9 44 | C: 0x06160c Ref: 0x488DD8
10 44 | C: 0x06110a Ref: 0x488DD8
20 27 | C: 0x5b5b5b Ref: 16770251
21 27 | C: 0x5b5b5b Ref: 16770251
22 27 | C: 0x5d5c5b Ref: 16770251
23 27 | C: 0x69675e Ref: 16770251
15 44 | C: 0x062614 Ref: 0x488DD8
16 44 | C: 0x061a0f Ref: 0x488DD8
17 44 | C: 0x062011 Ref: 0x488DD8
18 44 | C: 0x06341a Ref: 0x488DD8
19 44 | C: 0x06140c Ref: 0x488DD8
6 28 | C: 0x7b715c Ref: 16770251
7 28 | C: 0x615b4c Ref: 16770251
8 28 | C: 0x5d5848 Ref: 16770251
9 28 | C: 0x60584a Ref: 16770251
20 44 | C: 0x06110a Ref: 0x488DD8
1 45 | C: 0x133e31 Ref: 0x488DD8
2 45 | C: 0x0f3d2f Ref: 0x488DD8
3 45 | C: 0x0c372a Ref: 0x488DD8
18 28 | C: 0x747163 Ref: 16770251
19 28 | C: 0x726e61 Ref: 16770251
20 28 | C: 0x726e5f Ref: 16770251
21 28 | C: 0x777261 Ref: 16770251
10 45 | C: 0x06170c Ref: 0x488DD8
11 45 | C: 0x06160c Ref: 0x488DD8
12 45 | C: 0x06160c Ref: 0x488DD8
13 45 | C: 0x061108 Ref: 0x488DD8
22 28 | C: 0x7c7963 Ref: 16770251
23 28 | C: 0x7c7a63 Ref: 16770251
24 28 | C: 0x7c7963 Ref: 16770251
25 28 | C: 0x777863 Ref: 16770251
14 45 | C: 0x030f08 Ref: 0x488DD8
15 45 | C: 0x030c06 Ref: 0x488DD8
16 45 | C: 0x06170c Ref: 0x488DD8
17 45 | C: 0x061d13 Ref: 0x488DD8
18 45 | C: 0x062414 Ref: 0x488DD8
12 29 | C: 0x675e4f Ref: 16770251
13 29 | C: 0x706d5a Ref: 16770251
14 29 | C: 0x726f5f Ref: 16770251
15 29 | C: 0x6b6c5a Ref: 16770251
19 45 | C: 0x061d11 Ref: 0x488DD8
20 45 | C: 0x06170e Ref: 0x488DD8
1 46 | C: 0x143d34 Ref: 0x488DD8
2 46 | C: 0x133e31 Ref: 0x488DD8
16 29 | C: 0x756f5d Ref: 16770251
17 29 | C: 0x726e5b Ref: 16770251
18 29 | C: 0x756f5d Ref: 16770251
19 29 | C: 0x72725f Ref: 16770251
20 29 | C: 0x777964 Ref: 16770251
13 46 | C: 0x06130c Ref: 0x488DD8
14 46 | C: 0x06110a Ref: 0x488DD8
15 46 | C: 0x030c06 Ref: 0x488DD8
16 46 | C: 0x030f0a Ref: 0x488DD8
21 29 | C: 0x7c7a64 Ref: 16770251
22 29 | C: 0x75745e Ref: 16770251
23 29 | C: 0x72735d Ref: 16770251
24 29 | C: 0x676a54 Ref: 16770251
5 47 | C: 0x06190f Ref: 0x488DD8
6 47 | C: 0x082719 Ref: 0x488DD8
7 47 | C: 0x062616 Ref: 0x488DD8
8 47 | C: 0x083520 Ref: 0x488DD8
25 29 | C: 0x726e59 Ref: 16770251
26 29 | C: 0x73705b Ref: 16770251
27 29 | C: 0x63604e Ref: 16770251
28 29 | C: 0x675b4c Ref: 16770251
9 47 | C: 0x082419 Ref: 0x488DD8
10 47 | C: 0x081d16 Ref: 0x488DD8
11 47 | C: 0x0a2319 Ref: 0x488DD8
12 47 | C: 0x0c271f Ref: 0x488DD8
13 47 | C: 0x0a1f19 Ref: 0x488DD8
19 30 | C: 0x726f5d Ref: 16770251
20 30 | C: 0x726f5d Ref: 16770251
21 30 | C: 0x726d5c Ref: 16770251
22 30 | C: 0x706e5a Ref: 16770251
19 47 | C: 0x06110a Ref: 0x488DD8
20 47 | C: 0x06110a Ref: 0x488DD8
1 48 | C: 0x133c31 Ref: 0x488DD8
2 48 | C: 0x0f3d2f Ref: 0x488DD8
23 30 | C: 0x716e59 Ref: 16770251
24 30 | C: 0x766e5a Ref: 16770251
25 30 | C: 0x786955 Ref: 16770251
26 30 | C: 0x5f5a4b Ref: 16770251
27 30 | C: 0x5b594a Ref: 16770251
3 48 | C: 0x0c3828 Ref: 0x488DD8
4 48 | C: 0x082d1a Ref: 0x488DD8
5 48 | C: 0x062314 Ref: 0x488DD8
6 48 | C: 0x082d19 Ref: 0x488DD8
5 31 | C: 0x8d856c Ref: 16770251
6 31 | C: 0x8b836a Ref: 16770251
7 31 | C: 0x8b8169 Ref: 16770251
8 31 | C: 0x8d816b Ref: 16770251
7 48 | C: 0x062a17 Ref: 0x488DD8
8 48 | C: 0x083521 Ref: 0x488DD8
9 48 | C: 0x0a3224 Ref: 0x488DD8
10 48 | C: 0x0e3026 Ref: 0x488DD8
9 31 | C: 0x8c816b Ref: 16770251
10 31 | C: 0x696252 Ref: 16770251
11 31 | C: 0x5f594c Ref: 16770251
12 31 | C: 0x5f594c Ref: 16770251
11 48 | C: 0x143b31 Ref: 0x488DD8
12 48 | C: 0x20473d Ref: 0x488DD8
13 48 | C: 0x20433a Ref: 0x488DD8
14 48 | C: 0x14322a Ref: 0x488DD8
15 48 | C: 0x112c24 Ref: 0x488DD8
21 31 | C: 0x756d5d Ref: 16770251
22 31 | C: 0x6c6655 Ref: 16770251
23 31 | C: 0x645c4d Ref: 16770251
24 31 | C: 0x605847 Ref: 16770251
16 48 | C: 0x061711 Ref: 0x488DD8
17 48 | C: 0x061c11 Ref: 0x488DD8
18 48 | C: 0x062113 Ref: 0x488DD8
19 48 | C: 0x062614 Ref: 0x488DD8
25 31 | C: 0x5f5848 Ref: 16770251
26 31 | C: 0x5a5546 Ref: 16770251
27 31 | C: 0x5b584a Ref: 16770251
28 31 | C: 0x5b584a Ref: 16770251
29 31 | C: 0x696350 Ref: 16770251
5 50 | C: 0x0e3728 Ref: 0x488DD8
6 50 | C: 0x0e372a Ref: 0x488DD8
7 50 | C: 0x0c3728 Ref: 0x488DD8
8 50 | C: 0x0a3526 Ref: 0x488DD8
30 31 | C: 0x7e7a62 Ref: 16770251
31 31 | C: 0x7f7d65 Ref: 16770251
32 31 | C: 0x847f68 Ref: 16770251
33 31 | C: 0x877f67 Ref: 16770251
9 50 | C: 0x0f3a2f Ref: 0x488DD8
10 50 | C: 0x1d463c Ref: 0x488DD8
11 50 | C: 0x244c42 Ref: 0x488DD8
12 50 | C: 0x2b5347 Ref: 0x488DD8
34 31 | C: 0x847e65 Ref: 16770251
13 50 | C: 0x355a4d Ref: 0x488DD8
14 50 | C: 0x2a5247 Ref: 0x488DD8
15 50 | C: 0x234c41 Ref: 0x488DD8
16 50 | C: 0x21473e Ref: 0x488DD8
17 50 | C: 0x0f2c23 Ref: 0x488DD8
Loot Monitor | Starting Color Compare
1 0 | C: 0x7e7557 Ref: 16770252
5 52 | C: 0x0a3526 Ref: 0x488DD8
6 52 | C: 0x0a3524 Ref: 0x488DD8
7 52 | C: 0x0a3728 Ref: 0x488DD8
8 52 | C: 0x083426 Ref: 0x488DD8
6 0 | C: 0x7e7257 Ref: 16770252
7 0 | C: 0x7b7254 Ref: 16770252
8 0 | C: 0x7b7154 Ref: 16770252
9 0 | C: 0x797152 Ref: 16770252
9 52 | C: 0x083420 Ref: 0x488DD8
10 52 | C: 0x0a3224 Ref: 0x488DD8
11 52 | C: 0x194136 Ref: 0x488DD8
12 52 | C: 0x2a5046 Ref: 0x488DD8
18 0 | C: 0x756e50 Ref: 16770252
19 0 | C: 0x756e4e Ref: 16770252
20 0 | C: 0x746c4e Ref: 16770252
21 0 | C: 0x746b4e Ref: 16770252
13 52 | C: 0x2b5247 Ref: 0x488DD8
14 52 | C: 0x23483d Ref: 0x488DD8
15 52 | C: 0x173e34 Ref: 0x488DD8
16 52 | C: 0x0e342a Ref: 0x488DD8
22 0 | C: 0x726d4d Ref: 16770252
23 0 | C: 0x726a4d Ref: 16770252
24 0 | C: 0x726a4d Ref: 16770252
25 0 | C: 0x74694b Ref: 16770252
26 0 | C: 0x71684a Ref: 16770252
8 54 | C: 0x0a3a27 Ref: 0x488DD8
9 54 | C: 0x083021 Ref: 0x488DD8
10 54 | C: 0x0e382c Ref: 0x488DD8
11 54 | C: 0x143e34 Ref: 0x488DD8
7 1 | C: 0x7e7254 Ref: 16770252
8 1 | C: 0x7b7154 Ref: 16770252
9 1 | C: 0x7b7153 Ref: 16770252
10 1 | C: 0x797252 Ref: 16770252
14 54 | C: 0x0c3226 Ref: 0x488DD8
15 54 | C: 0x0a3724 Ref: 0x488DD8
16 54 | C: 0x0a3824 Ref: 0x488DD8
17 54 | C: 0x083523 Ref: 0x488DD8
11 1 | C: 0x797252 Ref: 16770252
12 1 | C: 0x797253 Ref: 16770252
13 1 | C: 0x766f51 Ref: 16770252
14 1 | C: 0x797151 Ref: 16770252
15 1 | C: 0x797251 Ref: 16770252
13 55 | C: 0x0f3a2c Ref: 0x488DD8
14 55 | C: 0x082b1c Ref: 0x488DD8
15 55 | C: 0x082b19 Ref: 0x488DD8
16 55 | C: 0x082d1c Ref: 0x488DD8
18 1 | C: 0x756c4f Ref: 16770252
19 1 | C: 0x756e50 Ref: 16770252
20 1 | C: 0x756c4e Ref: 16770252
21 1 | C: 0x746c4e Ref: 16770252
15 56 | C: 0x062313 Ref: 0x488DD8
16 56 | C: 0x082a19 Ref: 0x488DD8
17 56 | C: 0x0a3223 Ref: 0x488DD8
18 56 | C: 0x0c3528 Ref: 0x488DD8
22 1 | C: 0x746b4e Ref: 16770252
23 1 | C: 0x736a4d Ref: 16770252
24 1 | C: 0x71694d Ref: 16770252
25 1 | C: 0x72694d Ref: 16770252
4 58 | C: 0x06361a Ref: 0x488DD8
5 58 | C: 0x08341c Ref: 0x488DD8
6 58 | C: 0x08321a Ref: 0x488DD8
7 58 | C: 0x06371f Ref: 0x488DD8
5 2 | C: 0x7c7154 Ref: 16770252
6 2 | C: 0x797154 Ref: 16770252
7 2 | C: 0x7c7154 Ref: 16770252
8 2 | C: 0x7b7254 Ref: 16770252
8 58 | C: 0x083821 Ref: 0x488DD8
9 58 | C: 0x0a3a27 Ref: 0x488DD8
10 58 | C: 0x083026 Ref: 0x488DD8
11 58 | C: 0x082c21 Ref: 0x488DD8
18 2 | C: 0x787050 Ref: 16770252
19 2 | C: 0x766c4f Ref: 16770252
20 2 | C: 0x756d50 Ref: 16770252
21 2 | C: 0x756e4e Ref: 16770252
22 2 | C: 0x746c4e Ref: 16770252
11 59 | C: 0x08301c Ref: 0x488DD8
12 59 | C: 0x083128 Ref: 0x488DD8
13 59 | C: 0x0e3a34 Ref: 0x488DD8
23 2 | C: 0x746c4e Ref: 16770252
24 2 | C: 0x736a4d Ref: 16770252
25 2 | C: 0x71694d Ref: 16770252
26 2 | C: 0x71684d Ref: 16770252
27 2 | C: 0x70694d Ref: 16770252
16 59 | C: 0x061f11 Ref: 0x488DD8
17 59 | C: 0x061a0e Ref: 0x488DD8
18 59 | C: 0x062616 Ref: 0x488DD8
19 59 | C: 0x0c3226 Ref: 0x488DD8
28 2 | C: 0x70674b Ref: 16770252
29 2 | C: 0x70674a Ref: 16770252
30 2 | C: 0x6e664a Ref: 16770252
31 2 | C: 0x6d654a Ref: 16770252
20 59 | C: 0x143d32 Ref: 0x488DD8
1 60 | C: 0x062d16 Ref: 0x488DD8
2 60 | C: 0x033116 Ref: 0x488DD8
3 60 | C: 0x063a1c Ref: 0x488DD8
4 60 | C: 0x06371c Ref: 0x488DD8
19 3 | C: 0x766e4f Ref: 16770252
20 3 | C: 0x756c4f Ref: 16770252
21 3 | C: 0x756d50 Ref: 16770252
22 3 | C: 0x756e4e Ref: 16770252
17 61 | C: 0x061f0f Ref: 0x488DD8
18 61 | C: 0x062316 Ref: 0x488DD8
19 61 | C: 0x0e2f24 Ref: 0x488DD8
20 61 | C: 0x1c3d31 Ref: 0x488DD8
29 3 | C: 0x71674b Ref: 16770252
30 3 | C: 0x6f664a Ref: 16770252
31 3 | C: 0x6b6448 Ref: 16770252
32 3 | C: 0x6e654a Ref: 16770252
4 63 | C: 0x08371f Ref: 0x488DD8
5 63 | C: 0x08321d Ref: 0x488DD8
6 63 | C: 0x063019 Ref: 0x488DD8
7 63 | C: 0x062c17 Ref: 0x488DD8
6 4 | C: 0x7e7357 Ref: 16770252
7 4 | C: 0x7e7355 Ref: 16770252
8 4 | C: 0x7e7255 Ref: 16770252
9 4 | C: 0x7e7254 Ref: 16770252
14 63 | C: 0x06341a Ref: 0x488DD8
15 63 | C: 0x0a382f Ref: 0x488DD8
16 63 | C: 0x0e3731 Ref: 0x488DD8
17 63 | C: 0x13372f Ref: 0x488DD8
10 4 | C: 0x7e7254 Ref: 16770252
11 4 | C: 0x7e7254 Ref: 16770252
12 4 | C: 0x7b7254 Ref: 16770252
13 4 | C: 0x797252 Ref: 16770252
18 63 | C: 0x16342c Ref: 0x488DD8
19 63 | C: 0x1a322a Ref: 0x488DD8
20 63 | C: 0x1f362d Ref: 0x488DD8
1 64 | C: 0x031108 Ref: 0x488DD8
2 64 | C: 0x031a0c Ref: 0x488DD8
2 5 | C: 0x7f7458 Ref: 16770252
3 5 | C: 0x7f7559 Ref: 16770252
4 5 | C: 0x7e7557 Ref: 16770252
5 5 | C: 0x7e7455 Ref: 16770252
17 64 | C: 0x274441 Ref: 0x488DD8
18 64 | C: 0x2c433d Ref: 0x488DD8
19 64 | C: 0x31423a Ref: 0x488DD8
20 64 | C: 0x30423a Ref: 0x488DD8
16 5 | C: 0x797252 Ref: 16770252
17 5 | C: 0x797251 Ref: 16770252
18 5 | C: 0x796f51 Ref: 16770252
19 5 | C: 0x796f51 Ref: 16770252
20 5 | C: 0x797051 Ref: 16770252
19 65 | C: 0x38483e Ref: 0x488DD8
20 65 | C: 0x37473e Ref: 0x488DD8
1 66 | C: 0x030f08 Ref: 0x488DD8
2 66 | C: 0x06210f Ref: 0x488DD8
21 5 | C: 0x766e4f Ref: 16770252
22 5 | C: 0x756c4e Ref: 16770252
23 5 | C: 0x756c4f Ref: 16770252
24 5 | C: 0x756c4d Ref: 16770252
3 66 | C: 0x06341c Ref: 0x488DD8
4 66 | C: 0x0e432b Ref: 0x488DD8
5 66 | C: 0x0a433b Ref: 0x488DD8
6 66 | C: 0x14534c Ref: 0x488DD8
25 5 | C: 0x756c4d Ref: 16770252
26 5 | C: 0x756b4d Ref: 16770252
27 5 | C: 0x746b4c Ref: 16770252
28 5 | C: 0x73684c Ref: 16770252
29 5 | C: 0x71694b Ref: 16770252
19 66 | C: 0x213c31 Ref: 0x488DD8
20 66 | C: 0x31423a Ref: 0x488DD8
1 67 | C: 0x061d0e Ref: 0x488DD8
2 67 | C: 0x06200f Ref: 0x488DD8
30 5 | C: 0x71684b Ref: 16770252
31 5 | C: 0x70674b Ref: 16770252
32 5 | C: 0x6e674c Ref: 16770252
33 5 | C: 0x6e654b Ref: 16770252
3 67 | C: 0x063017 Ref: 0x488DD8
4 67 | C: 0x0a3724 Ref: 0x488DD8
5 67 | C: 0x0a433b Ref: 0x488DD8
6 67 | C: 0x0f5048 Ref: 0x488DD8
7 67 | C: 0x0f5048 Ref: 0x488DD8
26 6 | C: 0x756d4d Ref: 16770252
27 6 | C: 0x746b4d Ref: 16770252
28 6 | C: 0x746a4c Ref: 16770252
29 6 | C: 0x71694c Ref: 16770252
20 67 | C: 0x16352a Ref: 0x488DD8
1 68 | C: 0x082717 Ref: 0x488DD8
2 68 | C: 0x082817 Ref: 0x488DD8
3 68 | C: 0x082f1c Ref: 0x488DD8
30 6 | C: 0x72684c Ref: 16770252
31 6 | C: 0x70694d Ref: 16770252
32 6 | C: 0x70674b Ref: 16770252
33 6 | C: 0x70674b Ref: 16770252
13 68 | C: 0x06361a Ref: 0x488DD8
14 68 | C: 0x062c16 Ref: 0x488DD8
15 68 | C: 0x062d16 Ref: 0x488DD8
16 68 | C: 0x064423 Ref: 0x488DD8
34 6 | C: 0x71684c Ref: 16770252
1 7 | C: 0x7e7557 Ref: 16770252
2 7 | C: 0x7f765a Ref: 16770252
3 7 | C: 0x827859 Ref: 16770252
17 68 | C: 0x034f28 Ref: 0x488DD8
18 68 | C: 0x063b20 Ref: 0x488DD8
19 68 | C: 0x06371f Ref: 0x488DD8
20 68 | C: 0x083824 Ref: 0x488DD8
9 7 | C: 0x7b7454 Ref: 16770252
10 7 | C: 0x7e7455 Ref: 16770252
11 7 | C: 0x7f7354 Ref: 16770252
12 7 | C: 0x7e7454 Ref: 16770252
13 7 | C: 0x7e7254 Ref: 16770252
20 69 | C: 0x06371d Ref: 0x488DD8
1 70 | C: 0x0f382c Ref: 0x488DD8
2 70 | C: 0x143f35 Ref: 0x488DD8
3 70 | C: 0x11433a Ref: 0x488DD8
17 7 | C: 0x7b7253 Ref: 16770252
18 7 | C: 0x797153 Ref: 16770252
19 7 | C: 0x797051 Ref: 16770252
20 7 | C: 0x797050 Ref: 16770252
4 70 | C: 0x0a4237 Ref: 0x488DD8
5 70 | C: 0x0a4137 Ref: 0x488DD8
6 70 | C: 0x0a4132 Ref: 0x488DD8
7 70 | C: 0x08362b Ref: 0x488DD8
25 7 | C: 0x746c4e Ref: 16770252
26 7 | C: 0x746d4d Ref: 16770252
27 7 | C: 0x746b4d Ref: 16770252
28 7 | C: 0x73694c Ref: 16770252
8 70 | C: 0x082a20 Ref: 0x488DD8
9 70 | C: 0x061c0f Ref: 0x488DD8
10 70 | C: 0x06361a Ref: 0x488DD8
11 70 | C: 0x033c1d Ref: 0x488DD8
34 7 | C: 0x70674b Ref: 16770252
1 8 | C: 0x7e7559 Ref: 16770252
2 8 | C: 0x7e7558 Ref: 16770252
3 8 | C: 0x7f7558 Ref: 16770252
4 8 | C: 0x7f7659 Ref: 16770252
9 71 | C: 0x06301c Ref: 0x488DD8
10 71 | C: 0x033f1f Ref: 0x488DD8
11 71 | C: 0x032b14 Ref: 0x488DD8
12 71 | C: 0x03200e Ref: 0x488DD8
5 8 | C: 0x827859 Ref: 16770252
6 8 | C: 0x7f7559 Ref: 16770252
7 8 | C: 0x7f7457 Ref: 16770252
8 8 | C: 0x7e7355 Ref: 16770252
4 72 | C: 0x083e35 Ref: 0x488DD8
5 72 | C: 0x084135 Ref: 0x488DD8
6 72 | C: 0x0a3f34 Ref: 0x488DD8
7 72 | C: 0x0a3d30 Ref: 0x488DD8
9 8 | C: 0x7e7355 Ref: 16770252
10 8 | C: 0x7e7457 Ref: 16770252
11 8 | C: 0x7f7457 Ref: 16770252
12 8 | C: 0x7e7457 Ref: 16770252
8 72 | C: 0x08372b Ref: 0x488DD8
9 72 | C: 0x083a27 Ref: 0x488DD8
10 72 | C: 0x06321a Ref: 0x488DD8
11 72 | C: 0x032311 Ref: 0x488DD8
12 72 | C: 0x031c0e Ref: 0x488DD8
13 8 | C: 0x7e7355 Ref: 16770252
14 8 | C: 0x7f7455 Ref: 16770252
15 8 | C: 0x7e7454 Ref: 16770252
16 8 | C: 0x7b7254 Ref: 16770252
5 73 | C: 0x0a3d2f Ref: 0x488DD8
6 73 | C: 0x0a382b Ref: 0x488DD8
7 73 | C: 0x083727 Ref: 0x488DD8
8 73 | C: 0x083c2f Ref: 0x488DD8
17 8 | C: 0x797152 Ref: 16770252
18 8 | C: 0x7b7253 Ref: 16770252
19 8 | C: 0x7b7152 Ref: 16770252
20 8 | C: 0x796e51 Ref: 16770252
9 73 | C: 0x083f35 Ref: 0x488DD8
10 73 | C: 0x083126 Ref: 0x488DD8
11 73 | C: 0x062011 Ref: 0x488DD8
12 73 | C: 0x032713 Ref: 0x488DD8
13 73 | C: 0x031c0e Ref: 0x488DD8
5 9 | C: 0x7f7559 Ref: 16770252
6 9 | C: 0x7f7559 Ref: 16770252
7 9 | C: 0x7e7458 Ref: 16770252
8 9 | C: 0x7c7357 Ref: 16770252
14 73 | C: 0x031a0c Ref: 0x488DD8
15 73 | C: 0x03130a Ref: 0x488DD8
16 73 | C: 0x031108 Ref: 0x488DD8
17 73 | C: 0x03190c Ref: 0x488DD8
15 9 | C: 0x7f7554 Ref: 16770252
16 9 | C: 0x7e7254 Ref: 16770252
17 9 | C: 0x7e7253 Ref: 16770252
18 9 | C: 0x797152 Ref: 16770252
19 9 | C: 0x7b7252 Ref: 16770252
4 74 | C: 0x0c3f30 Ref: 0x488DD8
5 74 | C: 0x083224 Ref: 0x488DD8
6 74 | C: 0x082f1d Ref: 0x488DD8
7 74 | C: 0x083621 Ref: 0x488DD8
19 10 | C: 0x7b7253 Ref: 16770252
20 10 | C: 0x797153 Ref: 16770252
21 10 | C: 0x7b7153 Ref: 16770252
22 10 | C: 0x797053 Ref: 16770252
7 75 | C: 0x083a23 Ref: 0x488DD8
8 75 | C: 0x062d1c Ref: 0x488DD8
9 75 | C: 0x06301f Ref: 0x488DD8
10 75 | C: 0x08281d Ref: 0x488DD8
24 10 | C: 0x7b7252 Ref: 16770252
25 10 | C: 0x766e50 Ref: 16770252
26 10 | C: 0x766e4e Ref: 16770252
27 10 | C: 0x766e4e Ref: 16770252
10 76 | C: 0x062614 Ref: 0x488DD8
11 76 | C: 0x06160a Ref: 0x488DD8
12 76 | C: 0x061108 Ref: 0x488DD8
